"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"8600000US90291","ZCTA5 90291","1052100","null","44867","null",
"8600000US90292","ZCTA5 90292","767600","null","49149","null",
"8600000US90293","ZCTA5 90293","561000","null","75921","null",
"8600000US90301","ZCTA5 90301","281100","null","13630","null",
"8600000US90302","ZCTA5 90302","315100","null","22076","null",
"8600000US90303","ZCTA5 90303","347700","null","8311","null",
"8600000US90304","ZCTA5 90304","331200","null","14455","null",
"8600000US90305","ZCTA5 90305","367700","null","10332","null",
"8600000US90401","ZCTA5 90401","705800","null","104653","null",
"8600000US90402","ZCTA5 90402","2,000,000+","2,000,000+","***","***",
"8600000US90403","ZCTA5 90403","935000","null","61375","null",
"8600000US90404","ZCTA5 90404","698100","null","36685","null",
"8600000US90405","ZCTA5 90405","1025800","null","50773","null",
"8600000US90501","ZCTA5 90501","528700","null","19351","null",
"8600000US90502","ZCTA5 90502","353900","null","16855","null",
"8600000US90503","ZCTA5 90503","651300","null","8841","null",
"8600000US90504","ZCTA5 90504","541000","null","11300","null",
"8600000US90505","ZCTA5 90505","727400","null","15791","null",
"8600000US90506","ZCTA5 90506","-","-","**","**",
"8600000US90601","ZCTA5 90601","430300","null","11932","null",
"8600000US90602","ZCTA5 90602","434200","null","17416","null",
"8600000US90603","ZCTA5 90603","452000","null","12106","null",
"8600000US90604","ZCTA5 90604","389300","null","7610","null",
"8600000US90605","ZCTA5 90605","377000","null","6620","null",
"8600000US90606","ZCTA5 90606","342400","null","6742","null",
"8600000US90620","ZCTA5 90620","418000","null","7599","null",
"8600000US90621","ZCTA5 90621","429700","null","23484","null",
"8600000US90623","ZCTA5 90623","587200","null","8728","null",
"8600000US90630","ZCTA5 90630","504100","null","15092","null",
"8600000US90631","ZCTA5 90631","448300","null","9463","null",
"8600000US90638","ZCTA5 90638","426300","null","6222","null",
"8600000US90640","ZCTA5 90640","402400","null","9250","null",
"8600000US90650","ZCTA5 90650","331400","null","4004","null",
"8600000US90660","ZCTA5 90660","336000","null","4705","null",
"8600000US90670","ZCTA5 90670","351100","null","11387","null",
"8600000US90680","ZCTA5 90680","306000","null","13210","null",
"8600000US90701","ZCTA5 90701","395200","null","25428","null",
"8600000US90703","ZCTA5 90703","604300","null","5219","null",
"8600000US90704","ZCTA5 90704","721200","null","146210","null",
"8600000US90706","ZCTA5 90706","354200","null","7338","null",
"8600000US90710","ZCTA5 90710","401000","null","17685","null",
"8600000US90712","ZCTA5 90712","424600","null","6546","null",
"8600000US90713","ZCTA5 90713","445200","null","6033","null",
"8600000US90715","ZCTA5 90715","360800","null","10451","null",
"8600000US90716","ZCTA5 90716","258600","null","15710","null",
"8600000US90717","ZCTA5 90717","478000","null","21061","null",
"8600000US90720","ZCTA5 90720","790900","null","18742","null",
"8600000US90723","ZCTA5 90723","262300","null","9205","null",
"8600000US90731","ZCTA5 90731","459800","null","16909","null",
"8600000US90732","ZCTA5 90732","517700","null","21949","null",
"8600000US90740","ZCTA5 90740","296600","null","21134","null",
"8600000US90742","ZCTA5 90742","1237500","null","1038035","null",
"8600000US90743","ZCTA5 90743","980800","null","871116","null",
"8600000US90744","ZCTA5 90744","322500","null","8599","null",
"8600000US90745","ZCTA5 90745","337900","null","8046","null",
"8600000US90746","ZCTA5 90746","376200","null","11118","null",
"8600000US90747","ZCTA5 90747","-","-","**","**",
"8600000US90755","ZCTA5 90755","378000","null","26686","null",
"8600000US90802","ZCTA5 90802","297500","null","20431","null",
"8600000US90803","ZCTA5 90803","712900","null","28917","null",
"8600000US90804","ZCTA5 90804","393900","null","26439","null",
"8600000US90805","ZCTA5 90805","304100","null","7706","null",
"8600000US90806","ZCTA5 90806","363900","null","8650","null",
"8600000US90807","ZCTA5 90807","499500","null","26987","null",
"8600000US90808","ZCTA5 90808","534800","null","11827","null",
"8600000US90810","ZCTA5 90810","320100","null","9648","null",
"8600000US90813","ZCTA5 90813","313500","null","16162","null",
"8600000US90814","ZCTA5 90814","600100","null","40746","null",
"8600000US90815","ZCTA5 90815","527100","null","15612","null",
"8600000US90822","ZCTA5 90822","-","-","**","**",
"8600000US90831","ZCTA5 90831","-","-","**","**",
"8600000US91001","ZCTA5 91001","586500","null","16569","null",
"8600000US91006","ZCTA5 91006","802900","null","28213","null",
"8600000US91007","ZCTA5 91007","811200","null","34757","null",
"8600000US91008","ZCTA5 91008","1058600","null","166868","null",
"8600000US91010","ZCTA5 91010","364300","null","10193","null",
"8600000US91011","ZCTA5 91011","1173600","null","32573","null",
"8600000US91016","ZCTA5 91016","534700","null","18077","null",
"8600000US91020","ZCTA5 91020","544700","null","45458","null",
"8600000US91024","ZCTA5 91024","835400","null","38443","null",
"8600000US91030","ZCTA5 91030","855600","null","33729","null",
"8600000US91040","ZCTA5 91040","445200","null","12201","null",
"8600000US91042","ZCTA5 91042","437500","null","15348","null",
"8600000US91046","ZCTA5 91046","-","-","**","**",
"8600000US91101","ZCTA5 91101","431500","null","24807","null",
"8600000US91103","ZCTA5 91103","557500","null","36094","null",
"8600000US91104","ZCTA5 91104","614800","null","13639","null",
"8600000US91105","ZCTA5 91105","902500","null","40285","null",
"8600000US91106","ZCTA5 91106","579600","null","44025","null",
"8600000US91107","ZCTA5 91107","678000","null","14715","null",
"8600000US91108","ZCTA5 91108","1387500","null","137516","null",
"8600000US91201","ZCTA5 91201","626200","null","20479","null",
"8600000US91202","ZCTA5 91202","638700","null","21841","null",
"8600000US91203","ZCTA5 91203","369100","null","23053","null",
"8600000US91204","ZCTA5 91204","399000","null","39640","null",
"8600000US91205","ZCTA5 91205","452000","null","24629","null",
"8600000US91206","ZCTA5 91206","609600","null","31425","null",
"8600000US91207","ZCTA5 91207","836300","null","44389","null",
"8600000US91208","ZCTA5 91208","745100","null","31069","null",
"8600000US91210","ZCTA5 91210","650000","null","60547","null",
"8600000US91214","ZCTA5 91214","617600","null","14354","null",
"8600000US91301","ZCTA5 91301","689300","null","31956","null",
"8600000US91302","ZCTA5 91302","988500","null","35545","null",
"8600000US91303","ZCTA5 91303","347000","null","11012","null",
"8600000US91304","ZCTA5 91304","468100","null","11564","null",
"8600000US91306","ZCTA5 91306","389500","null","8483","null",
"8600000US91307","ZCTA5 91307","546700","null","16838","null",
"8600000US91311","ZCTA5 91311","464300","null","10835","null",
"8600000US91316","ZCTA5 91316","564600","null","27882","null",
"8600000US91320","ZCTA5 91320","594800","null","14877","null",
"8600000US91321","ZCTA5 91321","364600","null","16929","null",
"8600000US91324","ZCTA5 91324","455200","null","13623","null",
"8600000US91325","ZCTA5 91325","520100","null","22150","null",
"8600000US91326","ZCTA5 91326","624200","null","9533","null",
"8600000US91330","ZCTA5 91330","-","-","**","**",
"8600000US91331","ZCTA5 91331","311000","null","5454","null",
"8600000US91335","ZCTA5 91335","358300","null","6053","null",
"8600000US91340","ZCTA5 91340","318400","null","9316","null",
"8600000US91342","ZCTA5 91342","341200","null","5054","null",
"8600000US91343","ZCTA5 91343","405600","null","8469","null",
"8600000US91344","ZCTA5 91344","472000","null","6353","null",
"8600000US91345","ZCTA5 91345","346500","null","8649","null",
"8600000US91350","ZCTA5 91350","413200","null","8127","null",
"8600000US91351","ZCTA5 91351","325800","null","7831","null",
"8600000US91352","ZCTA5 91352","358400","null","7155","null",
"8600000US91354","ZCTA5 91354","469900","null","9969","null",
"8600000US91355","ZCTA5 91355","438200","null","9562","null",
"8600000US91356","ZCTA5 91356","772800","null","31084","null",
"8600000US91360","ZCTA5 91360","577600","null","9681","null",
"8600000US91361","ZCTA5 91361","803100","null","26156","null",
"8600000US91362","ZCTA5 91362","662300","null","16128","null",
"8600000US91364","ZCTA5 91364","670000","null","15446","null",
"8600000US91367","ZCTA5 91367","578600","null","13997","null",
"8600000US91371","ZCTA5 91371","-","-","**","**",
"8600000US91377","ZCTA5 91377","660600","null","27506","null",
"8600000US91381","ZCTA5 91381","598300","null","17607","null",
"8600000US91384","ZCTA5 91384","402700","null","12412","null",
"8600000US91387","ZCTA5 91387","396100","null","11272","null",
"8600000US91390","ZCTA5 91390","489700","null","18652","null",
"8600000US91401","ZCTA5 91401","532600","null","22812","null",
"8600000US91402","ZCTA5 91402","302000","null","9105","null",
"8600000US91403","ZCTA5 91403","774900","null","42591","null",
"8600000US91405","ZCTA5 91405","363700","null","11388","null",
"8600000US91406","ZCTA5 91406","387400","null","9638","null",
"8600000US91411","ZCTA5 91411","485500","null","26377","null",
"8600000US91423","ZCTA5 91423","772700","null","36241","null",
"8600000US91436","ZCTA5 91436","1039100","null","48703","null",
"8600000US91501","ZCTA5 91501","618400","null","40316","null",
"8600000US91502","ZCTA5 91502","358200","null","85578","null",
"8600000US91504","ZCTA5 91504","595100","null","17667","null",
"8600000US91505","ZCTA5 91505","562800","null","14027","null",
"8600000US91506","ZCTA5 91506","583100","null","15459","null",
"8600000US91601","ZCTA5 91601","478900","null","18057","null",
"8600000US91602","ZCTA5 91602","640100","null","44087","null",
"8600000US91604","ZCTA5 91604","860000","null","29537","null",
"8600000US91605","ZCTA5 91605","359400","null","6275","null",
"8600000US91606","ZCTA5 91606","393100","null","12661","null",
"8600000US91607","ZCTA5 91607","615200","null","23803","null",
"8600000US91608","ZCTA5 91608","-","-","**","**",
"8600000US91701","ZCTA5 91701","392100","null","10500","null",
"8600000US91702","ZCTA5 91702","323100","null","6326","null",
"8600000US91706","ZCTA5 91706","312300","null","6484","null",
"8600000US91708","ZCTA5 91708","383900","null","40310","null",
"8600000US91709","ZCTA5 91709","507500","null","14202","null",
"8600000US91710","ZCTA5 91710","350700","null","5778","null",
"8600000US91711","ZCTA5 91711","558500","null","15756","null",
"8600000US91722","ZCTA5 91722","347300","null","5568","null",
"8600000US91723","ZCTA5 91723","382600","null","14040","null",
"8600000US91724","ZCTA5 91724","435600","null","11561","null",
"8600000US91730","ZCTA5 91730","306700","null","9979","null",
"8600000US91731","ZCTA5 91731","362200","null","13255","null",
"8600000US91732","ZCTA5 91732","356500","null","7390","null",
"8600000US91733","ZCTA5 91733","351200","null","8335","null",
"8600000US91737","ZCTA5 91737","466000","null","15873","null",
"8600000US91739","ZCTA5 91739","480200","null","17730","null",
"8600000US91740","ZCTA5 91740","386700","null","8294","null",
"8600000US91741","ZCTA5 91741","574800","null","15193","null",
"8600000US91744","ZCTA5 91744","316600","null","5029","null",
"8600000US91745","ZCTA5 91745","489900","null","12106","null",
"8600000US91746","ZCTA5 91746","325300","null","8312","null",
"8600000US91748","ZCTA5 91748","491200","null","12190","null",
"8600000US91750","ZCTA5 91750","468900","null","11957","null",
"8600000US91752","ZCTA5 91752","320300","null","13505","null",
"8600000US91754","ZCTA5 91754","521100","null","19092","null",
"8600000US91755","ZCTA5 91755","484100","null","15918","null",
"8600000US91759","ZCTA5 91759","309100","null","74417","null",
"8600000US91761","ZCTA5 91761","286000","null","7863","null",
"8600000US91762","ZCTA5 91762","266000","null","9288","null",
"8600000US91763","ZCTA5 91763","265200","null","8051","null",
"8600000US91764","ZCTA5 91764","248800","null","7166","null",
"8600000US91765","ZCTA5 91765","568100","null","12442","null",
"8600000US91766","ZCTA5 91766","285500","null","11162","null",
"8600000US91767","ZCTA5 91767","279400","null","9679","null",
"8600000US91768","ZCTA5 91768","273200","null","9232","null",
"8600000US91770","ZCTA5 91770","432100","null","11714","null",
"8600000US91773","ZCTA5 91773","447900","null","12636","null",
"8600000US91775","ZCTA5 91775","658800","null","12946","null",
"8600000US91776","ZCTA5 91776","536000","null","16349","null",
"8600000US91780","ZCTA5 91780","606000","null","11554","null",
"8600000US91784","ZCTA5 91784","505600","null","17093","null",
"8600000US91786","ZCTA5 91786","351800","null","8923","null",
"8600000US91789","ZCTA5 91789","623200","null","7329","null",
"8600000US91790","ZCTA5 91790","385800","null","7051","null",
"8600000US91791","ZCTA5 91791","459500","null","9683","null",
"8600000US91792","ZCTA5 91792","378700","null","7902","null",
"8600000US91801","ZCTA5 91801","490900","null","11678","null",
"8600000US91803","ZCTA5 91803","499700","null","17288","null",
"8600000US91901","ZCTA5 91901","481900","null","19646","null",
"8600000US91902","ZCTA5 91902","542900","null","21025","null",
"8600000US91905","ZCTA5 91905","266500","null","15483","null",
"8600000US91906","ZCTA5 91906","169500","null","26933","null",
"8600000US91910","ZCTA5 91910","363900","null","8985","null",
"8600000US91911","ZCTA5 91911","314300","null","7694","null",
"8600000US91913","ZCTA5 91913","411400","null","15057","null",
"8600000US91914","ZCTA5 91914","497700","null","32489","null",
"8600000US91915","ZCTA5 91915","401200","null","19512","null",
"8600000US91916","ZCTA5 91916","301500","null","42133","null",
"8600000US91917","ZCTA5 91917","187500","null","148851","null",
"8600000US91931","ZCTA5 91931","null","null","null","null",
"8600000US91932","ZCTA5 91932","356500","null","12640","null",
"8600000US91934","ZCTA5 91934","125200","null","20980","null",
"8600000US91935","ZCTA5 91935","543800","null","30683","null",
"8600000US91941","ZCTA5 91941","519100","null","19048","null",
"8600000US91942","ZCTA5 91942","369700","null","10609","null",
"8600000US91945","ZCTA5 91945","316600","null","9605","null",
"8600000US91948","ZCTA5 91948","-","-","**","**",
"8600000US91950","ZCTA5 91950","291900","null","10416","null",
"8600000US91962","ZCTA5 91962","358300","null","26059","null",
"8600000US91963","ZCTA5 91963","130600","null","125432","null",
"8600000US91977","ZCTA5 91977","322400","null","6381","null",
"8600000US91978","ZCTA5 91978","369700","null","32534","null",
"8600000US91980","ZCTA5 91980","-","-","**","**",
"8600000US92003","ZCTA5 92003","514200","null","77541","null",
"8600000US92004","ZCTA5 92004","168700","null","36656","null",
"8600000US92007","ZCTA5 92007","836900","null","102636","null",
"8600000US92008","ZCTA5 92008","627700","null","20658","null",
"8600000US92009","ZCTA5 92009","691500","null","21392","null",
"8600000US92010","ZCTA5 92010","521600","null","24934","null",
"8600000US92011","ZCTA5 92011","682600","null","23893","null",
"8600000US92014","ZCTA5 92014","1198200","null","45075","null",
"8600000US92019","ZCTA5 92019","422900","null","16145","null",
"8600000US92020","ZCTA5 92020","432900","null","16437","null",
"8600000US92021","ZCTA5 92021","305800","null","13129","null",
"8600000US92024","ZCTA5 92024","744700","null","22632","null",
"8600000US92025","ZCTA5 92025","415000","null","19731","null",
"8600000US92026","ZCTA5 92026","380700","null","8563","null",
"8600000US92027","ZCTA5 92027","335000","null","7296","null",
"8600000US92028","ZCTA5 92028","436000","null","15193","null",
"8600000US92029","ZCTA5 92029","475300","null","16942","null",
"8600000US92036","ZCTA5 92036","275300","null","59563","null",
"8600000US92037","ZCTA5 92037","1132900","null","37360","null",
"8600000US92040","ZCTA5 92040","356800","null","9481","null",
"8600000US92054","ZCTA5 92054","422000","null","22180","null",
"8600000US92055","ZCTA5 92055","-","-","**","**",
"8600000US92056","ZCTA5 92056","368200","null","6557","null",
"8600000US92057","ZCTA5 92057","355200","null","9528","null",
"8600000US92058","ZCTA5 92058","289200","null","16685","null",
"8600000US92059","ZCTA5 92059","329500","null","130631","null",
"8600000US92060","ZCTA5 92060","null","null","null","null",
"8600000US92061","ZCTA5 92061","342800","null","59601","null",
"8600000US92064","ZCTA5 92064","545900","null","14881","null",
"8600000US92065","ZCTA5 92065","394100","null","9453","null",
"8600000US92066","ZCTA5 92066","400000","null","76251","null",
"8600000US92067","ZCTA5 92067","2,000,000+","2,000,000+","***","***",
"8600000US92069","ZCTA5 92069","392300","null","12232","null",
"8600000US92070","ZCTA5 92070","366700","null","55595","null",
"8600000US92071","ZCTA5 92071","348100","null","6124","null",
"8600000US92075","ZCTA5 92075","973400","null","59624","null",
"8600000US92078","ZCTA5 92078","411200","null","22321","null",
"8600000US92081","ZCTA5 92081","410000","null","15134","null",
"8600000US92082","ZCTA5 92082","452500","null","17183","null",
"8600000US92083","ZCTA5 92083","312200","null","11005","null",
"8600000US92084","ZCTA5 92084","409400","null","12704","null",
"8600000US92086","ZCTA5 92086","147000","null","29337","null",
"8600000US92091","ZCTA5 92091","943800","null","93355","null",
"8600000US92101","ZCTA5 92101","457300","null","29604","null",
"8600000US92102","ZCTA5 92102","294600","null","20893","null",
"8600000US92103","ZCTA5 92103","590400","null","42719","null",
"8600000US92104","ZCTA5 92104","467600","null","24490","null",
"8600000US92105","ZCTA5 92105","280600","null","7605","null",
"8600000US92106","ZCTA5 92106","826800","null","41757","null",
"8600000US92107","ZCTA5 92107","701400","null","32065","null",
"8600000US92108","ZCTA5 92108","283300","null","27026","null",
"8600000US92109","ZCTA5 92109","690800","null","38431","null",
"8600000US92110","ZCTA5 92110","496600","null","33217","null",
"8600000US92111","ZCTA5 92111","417900","null","11537","null",
"8600000US92113","ZCTA5 92113","253200","null","15371","null",
"8600000US92114","ZCTA5 92114","299300","null","6672","null",
"8600000US92115","ZCTA5 92115","384700","null","10278","null",
"8600000US92116","ZCTA5 92116","493900","null","28573","null",
"8600000US92117","ZCTA5 92117","477800","null","10233","null",
"8600000US92118","ZCTA5 92118","1301100","null","84131","null",
"8600000US92119","ZCTA5 92119","451900","null","10865","null",
"8600000US92120","ZCTA5 92120","483400","null","14032","null",
"8600000US92121","ZCTA5 92121","623900","null","50846","null",
"8600000US92122","ZCTA5 92122","603400","null","17816","null",
"8600000US92123","ZCTA5 92123","425600","null","9290","null",
"8600000US92124","ZCTA5 92124","522300","null","19351","null",
"8600000US92126","ZCTA5 92126","409800","null","7263","null",
"8600000US92127","ZCTA5 92127","659100","null","26863","null",
"8600000US92128","ZCTA5 92128","528500","null","13806","null",
"8600000US92129","ZCTA5 92129","603600","null","7894","null",
"8600000US92130","ZCTA5 92130","870400","null","19807","null",
"8600000US92131","ZCTA5 92131","644500","null","10290","null",
"8600000US92132","ZCTA5 92132","-","-","**","**",
"8600000US92134","ZCTA5 92134","-","-","**","**",
"8600000US92135","ZCTA5 92135","-","-","**","**",
"8600000US92139","ZCTA5 92139","291500","null","9708","null",
"8600000US92140","ZCTA5 92140","-","-","**","**",
"8600000US92145","ZCTA5 92145","1136900","null","103831","null",
"8600000US92147","ZCTA5 92147","-","-","**","**",
"8600000US92154","ZCTA5 92154","293700","null","7924","null",
"8600000US92155","ZCTA5 92155","-","-","**","**",
"8600000US92173","ZCTA5 92173","279200","null","13978","null",
"8600000US92201","ZCTA5 92201","171900","null","7208","null",
"8600000US92203","ZCTA5 92203","272100","null","12649","null",
"8600000US92210","ZCTA5 92210","627200","null","39246","null",
"8600000US92211","ZCTA5 92211","340700","null","10052","null",
"8600000US92220","ZCTA5 92220","168500","null","7114","null",
"8600000US92222","ZCTA5 92222","-","-","**","**",
"8600000US92223","ZCTA5 92223","221300","null","7641","null",
"8600000US92225","ZCTA5 92225","120300","null","5599","null",
"8600000US92227","ZCTA5 92227","145600","null","10751","null",
"8600000US92230","ZCTA5 92230","81100","null","48769","null",
"8600000US92231","ZCTA5 92231","161100","null","6888","null",
"8600000US92233","ZCTA5 92233","94400","null","12790","null",
"8600000US92234","ZCTA5 92234","185900","null","4589","null",
"8600000US92236","ZCTA5 92236","152200","null","5693","null",
"8600000US92239","ZCTA5 92239","112500","null","86441","null",
"8600000US92240","ZCTA5 92240","124000","null","7574","null",
"8600000US92241","ZCTA5 92241","59800","null","13566","null",
"8600000US92242","ZCTA5 92242","64000","null","21637","null",
"8600000US92243","ZCTA5 92243","153200","null","6427","null",
"8600000US92249","ZCTA5 92249","162300","null","10351","null",
"8600000US92250","ZCTA5 92250","149100","null","15088","null",
"8600000US92251","ZCTA5 92251","184000","null","8184","null",
"8600000US92252","ZCTA5 92252","119100","null","8751","null",
"8600000US92253","ZCTA5 92253","349400","null","15264","null",
"8600000US92254","ZCTA5 92254","91300","null","13517","null",
"8600000US92256","ZCTA5 92256","113600","null","18846","null",
"8600000US92257","ZCTA5 92257","41000","null","11705","null",
"8600000US92258","ZCTA5 92258","73800","null","28564","null",
"8600000US92259","ZCTA5 92259","92500","null","56067","null",
"8600000US92260","ZCTA5 92260","297900","null","16423","null",
"8600000US92262","ZCTA5 92262","294300","null","12857","null",
"8600000US92264","ZCTA5 92264","259500","null","13215","null",
"8600000US92266","ZCTA5 92266","null","null","null","null",
"8600000US92267","ZCTA5 92267","-","-","**","**",
"8600000US92268","ZCTA5 92268","215700","null","43798","null",
"8600000US92270","ZCTA5 92270","478500","null","21211","null",
"8600000US92273","ZCTA5 92273","85700","null","16034","null",
"8600000US92274","ZCTA5 92274","48800","null","11094","null",
"8600000US92275","ZCTA5 92275","82400","null","27641","null",
"8600000US92276","ZCTA5 92276","143100","null","19932","null",
"8600000US92277","ZCTA5 92277","116700","null","9442","null",
"8600000US92278","ZCTA5 92278","-","-","**","**",
"8600000US92280","ZCTA5 92280","-","-","**","**",
"8600000US92281","ZCTA5 92281","106800","null","26380","null",
"8600000US92282","ZCTA5 92282","102000","null","22602","null",
"8600000US92283","ZCTA5 92283","78100","null","10964","null",
"8600000US92284","ZCTA5 92284","125600","null","10391","null",
"8600000US92285","ZCTA5 92285","77800","null","22409","null",
"8600000US92301","ZCTA5 92301","101100","null","11044","null",
"8600000US92304","ZCTA5 92304","-","-","**","**",
"8600000US92305","ZCTA5 92305","251400","null","79962","null",
"8600000US92307","ZCTA5 92307","192700","null","8472","null",
"8600000US92308","ZCTA5 92308","170800","null","7930","null",
"8600000US92309","ZCTA5 92309","21100","null","11627","null",
"8600000US92310","ZCTA5 92310","-","-","**","**",
