"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"8600000US90280","ZCTA5 90280","408200","8591","null","null",
"8600000US90290","ZCTA5 90290","1036300","83373","null","null",
"8600000US90291","ZCTA5 90291","1650000","60200","null","null",
"8600000US90292","ZCTA5 90292","978900","52172","null","null",
"8600000US90293","ZCTA5 90293","800400","72980","null","null",
"8600000US90301","ZCTA5 90301","437400","23979","null","null",
"8600000US90302","ZCTA5 90302","484800","24892","null","null",
"8600000US90303","ZCTA5 90303","468900","17715","null","null",
"8600000US90304","ZCTA5 90304","472600","21798","null","null",
"8600000US90305","ZCTA5 90305","537800","23336","null","null",
"8600000US90401","ZCTA5 90401","1079500","283464","null","null",
"8600000US90402","ZCTA5 90402","2,000,000+","***","***","2,000,000+",
"8600000US90403","ZCTA5 90403","1246500","178514","null","null",
"8600000US90404","ZCTA5 90404","834400","50116","null","null",
"8600000US90405","ZCTA5 90405","1460400","119881","null","null",
"8600000US90501","ZCTA5 90501","645400","15693","null","null",
"8600000US90502","ZCTA5 90502","459900","14954","null","null",
"8600000US90503","ZCTA5 90503","798800","10995","null","null",
"8600000US90504","ZCTA5 90504","633500","10041","null","null",
"8600000US90505","ZCTA5 90505","863300","11891","null","null",
"8600000US90506","ZCTA5 90506","-","**","**","-",
"8600000US90601","ZCTA5 90601","550700","15969","null","null",
"8600000US90602","ZCTA5 90602","548800","20594","null","null",
"8600000US90603","ZCTA5 90603","607200","12231","null","null",
"8600000US90604","ZCTA5 90604","527200","12945","null","null",
"8600000US90605","ZCTA5 90605","474900","7604","null","null",
"8600000US90606","ZCTA5 90606","444800","7098","null","null",
"8600000US90620","ZCTA5 90620","576700","7997","null","null",
"8600000US90621","ZCTA5 90621","591500","28499","null","null",
"8600000US90623","ZCTA5 90623","660200","12086","null","null",
"8600000US90630","ZCTA5 90630","632300","7504","null","null",
"8600000US90631","ZCTA5 90631","577600","11112","null","null",
"8600000US90638","ZCTA5 90638","570200","8717","null","null",
"8600000US90640","ZCTA5 90640","492200","11482","null","null",
"8600000US90650","ZCTA5 90650","440800","3437","null","null",
"8600000US90660","ZCTA5 90660","440600","5218","null","null",
"8600000US90670","ZCTA5 90670","448900","8673","null","null",
"8600000US90680","ZCTA5 90680","400200","19513","null","null",
"8600000US90701","ZCTA5 90701","543200","35960","null","null",
"8600000US90703","ZCTA5 90703","683300","7929","null","null",
"8600000US90704","ZCTA5 90704","634200","92054","null","null",
"8600000US90706","ZCTA5 90706","458600","7219","null","null",
"8600000US90710","ZCTA5 90710","500600","18736","null","null",
"8600000US90712","ZCTA5 90712","572000","9785","null","null",
"8600000US90713","ZCTA5 90713","593600","6055","null","null",
"8600000US90715","ZCTA5 90715","477300","11930","null","null",
"8600000US90716","ZCTA5 90716","366400","23135","null","null",
"8600000US90717","ZCTA5 90717","603200","17224","null","null",
"8600000US90720","ZCTA5 90720","894600","14923","null","null",
"8600000US90723","ZCTA5 90723","343800","12567","null","null",
"8600000US90731","ZCTA5 90731","590700","13422","null","null",
"8600000US90732","ZCTA5 90732","615000","17694","null","null",
"8600000US90740","ZCTA5 90740","370100","24080","null","null",
"8600000US90742","ZCTA5 90742","1117600","713619","null","null",
"8600000US90743","ZCTA5 90743","1173600","1108031","null","null",
"8600000US90744","ZCTA5 90744","397700","12042","null","null",
"8600000US90745","ZCTA5 90745","445100","8674","null","null",
"8600000US90746","ZCTA5 90746","506600","20834","null","null",
"8600000US90747","ZCTA5 90747","-","**","**","-",
"8600000US90755","ZCTA5 90755","507500","52275","null","null",
"8600000US90802","ZCTA5 90802","404100","19597","null","null",
"8600000US90803","ZCTA5 90803","897800","34711","null","null",
"8600000US90804","ZCTA5 90804","517600","42796","null","null",
"8600000US90805","ZCTA5 90805","405300","9882","null","null",
"8600000US90806","ZCTA5 90806","466000","11456","null","null",
"8600000US90807","ZCTA5 90807","608400","14396","null","null",
"8600000US90808","ZCTA5 90808","650400","6111","null","null",
"8600000US90810","ZCTA5 90810","414300","10864","null","null",
"8600000US90813","ZCTA5 90813","393000","20828","null","null",
"8600000US90814","ZCTA5 90814","704800","51241","null","null",
"8600000US90815","ZCTA5 90815","645100","8251","null","null",
"8600000US90822","ZCTA5 90822","-","**","**","-",
"8600000US90831","ZCTA5 90831","-","**","**","-",
"8600000US91001","ZCTA5 91001","748100","22710","null","null",
"8600000US91006","ZCTA5 91006","995400","40342","null","null",
"8600000US91007","ZCTA5 91007","1046500","46458","null","null",
"8600000US91008","ZCTA5 91008","1399200","220582","null","null",
"8600000US91010","ZCTA5 91010","471500","10438","null","null",
"8600000US91011","ZCTA5 91011","1517500","58008","null","null",
"8600000US91016","ZCTA5 91016","642400","16597","null","null",
"8600000US91020","ZCTA5 91020","615900","73824","null","null",
"8600000US91024","ZCTA5 91024","969700","36386","null","null",
"8600000US91030","ZCTA5 91030","1071000","56190","null","null",
"8600000US91040","ZCTA5 91040","579200","14992","null","null",
"8600000US91042","ZCTA5 91042","556800","15742","null","null",
"8600000US91046","ZCTA5 91046","-","**","**","-",
"8600000US91101","ZCTA5 91101","545200","43077","null","null",
"8600000US91103","ZCTA5 91103","716700","22289","null","null",
"8600000US91104","ZCTA5 91104","744000","21329","null","null",
"8600000US91105","ZCTA5 91105","1159700","56527","null","null",
"8600000US91106","ZCTA5 91106","737600","41775","null","null",
"8600000US91107","ZCTA5 91107","843700","21786","null","null",
"8600000US91108","ZCTA5 91108","2,000,000+","***","***","2,000,000+",
"8600000US91201","ZCTA5 91201","795200","38947","null","null",
"8600000US91202","ZCTA5 91202","767500","35118","null","null",
"8600000US91203","ZCTA5 91203","514900","50444","null","null",
"8600000US91204","ZCTA5 91204","500500","56652","null","null",
"8600000US91205","ZCTA5 91205","585100","42853","null","null",
"8600000US91206","ZCTA5 91206","781300","35180","null","null",
"8600000US91207","ZCTA5 91207","1021600","67024","null","null",
"8600000US91208","ZCTA5 91208","915100","30044","null","null",
"8600000US91210","ZCTA5 91210","475900","386143","null","null",
"8600000US91214","ZCTA5 91214","777300","25948","null","null",
"8600000US91301","ZCTA5 91301","834300","27415","null","null",
"8600000US91302","ZCTA5 91302","1275100","87866","null","null",
"8600000US91303","ZCTA5 91303","465100","18008","null","null",
"8600000US91304","ZCTA5 91304","614500","8679","null","null",
"8600000US91306","ZCTA5 91306","520200","15781","null","null",
"8600000US91307","ZCTA5 91307","660900","9895","null","null",
"8600000US91311","ZCTA5 91311","616400","12005","null","null",
"8600000US91316","ZCTA5 91316","685300","28528","null","null",
"8600000US91320","ZCTA5 91320","695200","12650","null","null",
"8600000US91321","ZCTA5 91321","483700","14966","null","null",
"8600000US91324","ZCTA5 91324","624400","10621","null","null",
"8600000US91325","ZCTA5 91325","667300","18837","null","null",
"8600000US91326","ZCTA5 91326","764300","19465","null","null",
"8600000US91330","ZCTA5 91330","-","**","**","-",
"8600000US91331","ZCTA5 91331","425300","5226","null","null",
"8600000US91335","ZCTA5 91335","496700","10741","null","null",
"8600000US91340","ZCTA5 91340","431100","11811","null","null",
"8600000US91342","ZCTA5 91342","462700","7249","null","null",
"8600000US91343","ZCTA5 91343","534500","11554","null","null",
"8600000US91344","ZCTA5 91344","616100","6976","null","null",
"8600000US91345","ZCTA5 91345","476800","12773","null","null",
"8600000US91350","ZCTA5 91350","543200","12500","null","null",
"8600000US91351","ZCTA5 91351","427400","11126","null","null",
"8600000US91352","ZCTA5 91352","488600","10241","null","null",
"8600000US91354","ZCTA5 91354","601700","8842","null","null",
"8600000US91355","ZCTA5 91355","563400","14404","null","null",
"8600000US91356","ZCTA5 91356","957400","48317","null","null",
"8600000US91360","ZCTA5 91360","673600","8434","null","null",
"8600000US91361","ZCTA5 91361","952900","25133","null","null",
"8600000US91362","ZCTA5 91362","814000","16714","null","null",
"8600000US91364","ZCTA5 91364","849100","22160","null","null",
"8600000US91367","ZCTA5 91367","697600","15648","null","null",
"8600000US91371","ZCTA5 91371","-","**","**","-",
"8600000US91377","ZCTA5 91377","760200","42313","null","null",
"8600000US91381","ZCTA5 91381","730100","31737","null","null",
"8600000US91384","ZCTA5 91384","531000","12874","null","null",
"8600000US91387","ZCTA5 91387","536200","16489","null","null",
"8600000US91390","ZCTA5 91390","593600","12941","null","null",
"8600000US91401","ZCTA5 91401","703100","20663","null","null",
"8600000US91402","ZCTA5 91402","421800","10322","null","null",
"8600000US91403","ZCTA5 91403","1027200","54043","null","null",
"8600000US91405","ZCTA5 91405","488300","15852","null","null",
"8600000US91406","ZCTA5 91406","545300","13227","null","null",
"8600000US91411","ZCTA5 91411","652900","29351","null","null",
"8600000US91423","ZCTA5 91423","938500","39009","null","null",
"8600000US91436","ZCTA5 91436","1351500","99756","null","null",
"8600000US91501","ZCTA5 91501","770500","51226","null","null",
"8600000US91502","ZCTA5 91502","570800","83056","null","null",
"8600000US91504","ZCTA5 91504","754000","30157","null","null",
"8600000US91505","ZCTA5 91505","699300","17224","null","null",
"8600000US91506","ZCTA5 91506","721400","28828","null","null",
"8600000US91601","ZCTA5 91601","656100","30742","null","null",
"8600000US91602","ZCTA5 91602","734400","46900","null","null",
"8600000US91604","ZCTA5 91604","1140800","42960","null","null",
"8600000US91605","ZCTA5 91605","498500","15266","null","null",
"8600000US91606","ZCTA5 91606","560800","16739","null","null",
"8600000US91607","ZCTA5 91607","822300","39398","null","null",
"8600000US91608","ZCTA5 91608","-","**","**","-",
"8600000US91701","ZCTA5 91701","522800","11904","null","null",
"8600000US91702","ZCTA5 91702","419000","9313","null","null",
"8600000US91706","ZCTA5 91706","409400","6921","null","null",
"8600000US91708","ZCTA5 91708","568900","69523","null","null",
"8600000US91709","ZCTA5 91709","622300","9369","null","null",
"8600000US91710","ZCTA5 91710","458700","6328","null","null",
"8600000US91711","ZCTA5 91711","675600","10210","null","null",
"8600000US91722","ZCTA5 91722","445000","7426","null","null",
"8600000US91723","ZCTA5 91723","496100","25356","null","null",
"8600000US91724","ZCTA5 91724","557100","18530","null","null",
"8600000US91730","ZCTA5 91730","407000","8466","null","null",
"8600000US91731","ZCTA5 91731","450300","16137","null","null",
"8600000US91732","ZCTA5 91732","465200","9810","null","null",
"8600000US91733","ZCTA5 91733","435700","10582","null","null",
"8600000US91737","ZCTA5 91737","619900","18232","null","null",
"8600000US91739","ZCTA5 91739","612000","16912","null","null",
"8600000US91740","ZCTA5 91740","501100","17242","null","null",
"8600000US91741","ZCTA5 91741","694100","16177","null","null",
"8600000US91744","ZCTA5 91744","420300","4476","null","null",
"8600000US91745","ZCTA5 91745","595700","9904","null","null",
"8600000US91746","ZCTA5 91746","443700","7938","null","null",
"8600000US91748","ZCTA5 91748","628000","12431","null","null",
"8600000US91750","ZCTA5 91750","595700","7957","null","null",
"8600000US91752","ZCTA5 91752","455000","14389","null","null",
"8600000US91754","ZCTA5 91754","619800","13955","null","null",
"8600000US91755","ZCTA5 91755","610800","14406","null","null",
"8600000US91759","ZCTA5 91759","458000","70779","null","null",
"8600000US91761","ZCTA5 91761","394000","11083","null","null",
"8600000US91762","ZCTA5 91762","380600","8817","null","null",
"8600000US91763","ZCTA5 91763","356500","11107","null","null",
"8600000US91764","ZCTA5 91764","353600","5341","null","null",
"8600000US91765","ZCTA5 91765","668600","11209","null","null",
"8600000US91766","ZCTA5 91766","399600","11054","null","null",
"8600000US91767","ZCTA5 91767","392100","10063","null","null",
"8600000US91768","ZCTA5 91768","385900","14545","null","null",
"8600000US91770","ZCTA5 91770","550700","14856","null","null",
"8600000US91773","ZCTA5 91773","574300","16440","null","null",
"8600000US91775","ZCTA5 91775","810400","18743","null","null",
"8600000US91776","ZCTA5 91776","621300","11492","null","null",
"8600000US91780","ZCTA5 91780","706300","16825","null","null",
"8600000US91784","ZCTA5 91784","636700","7701","null","null",
"8600000US91786","ZCTA5 91786","437900","7938","null","null",
"8600000US91789","ZCTA5 91789","734900","14424","null","null",
"8600000US91790","ZCTA5 91790","514800","14486","null","null",
"8600000US91791","ZCTA5 91791","606100","12238","null","null",
"8600000US91792","ZCTA5 91792","492800","14048","null","null",
"8600000US91801","ZCTA5 91801","611900","13938","null","null",
"8600000US91803","ZCTA5 91803","613800","10726","null","null",
"8600000US91901","ZCTA5 91901","599800","17521","null","null",
"8600000US91902","ZCTA5 91902","662900","21092","null","null",
"8600000US91905","ZCTA5 91905","281600","83588","null","null",
"8600000US91906","ZCTA5 91906","275400","26723","null","null",
"8600000US91910","ZCTA5 91910","476700","8313","null","null",
"8600000US91911","ZCTA5 91911","427200","9861","null","null",
"8600000US91913","ZCTA5 91913","524200","22827","null","null",
"8600000US91914","ZCTA5 91914","665800","31271","null","null",
"8600000US91915","ZCTA5 91915","555700","19114","null","null",
"8600000US91916","ZCTA5 91916","395300","54302","null","null",
"8600000US91917","ZCTA5 91917","397700","206411","null","null",
"8600000US91931","ZCTA5 91931","-","**","**","-",
"8600000US91932","ZCTA5 91932","563600","26732","null","null",
"8600000US91934","ZCTA5 91934","139000","12111","null","null",
"8600000US91935","ZCTA5 91935","624900","19071","null","null",
"8600000US91941","ZCTA5 91941","624900","9887","null","null",
"8600000US91942","ZCTA5 91942","495000","15420","null","null",
"8600000US91945","ZCTA5 91945","432000","9651","null","null",
"8600000US91948","ZCTA5 91948","-","**","**","-",
"8600000US91950","ZCTA5 91950","400300","12242","null","null",
"8600000US91962","ZCTA5 91962","444500","47330","null","null",
"8600000US91963","ZCTA5 91963","279900","26587","null","null",
"8600000US91977","ZCTA5 91977","441700","6820","null","null",
"8600000US91978","ZCTA5 91978","438200","24168","null","null",
"8600000US91980","ZCTA5 91980","-","**","**","-",
"8600000US92003","ZCTA5 92003","637400","58651","null","null",
"8600000US92004","ZCTA5 92004","170900","72596","null","null",
"8600000US92007","ZCTA5 92007","1076000","80059","null","null",
"8600000US92008","ZCTA5 92008","808000","28849","null","null",
"8600000US92009","ZCTA5 92009","870400","20001","null","null",
"8600000US92010","ZCTA5 92010","678800","30382","null","null",
"8600000US92011","ZCTA5 92011","818200","24189","null","null",
"8600000US92014","ZCTA5 92014","1509800","130138","null","null",
"8600000US92019","ZCTA5 92019","520100","15661","null","null",
"8600000US92020","ZCTA5 92020","526600","17353","null","null",
"8600000US92021","ZCTA5 92021","418400","11911","null","null",
"8600000US92024","ZCTA5 92024","931400","17092","null","null",
"8600000US92025","ZCTA5 92025","499400","18770","null","null",
"8600000US92026","ZCTA5 92026","482500","11290","null","null",
"8600000US92027","ZCTA5 92027","440100","10035","null","null",
"8600000US92028","ZCTA5 92028","564800","14088","null","null",
"8600000US92029","ZCTA5 92029","639400","19540","null","null",
"8600000US92036","ZCTA5 92036","348000","24257","null","null",
"8600000US92037","ZCTA5 92037","1562100","57069","null","null",
"8600000US92040","ZCTA5 92040","460900","9995","null","null",
"8600000US92054","ZCTA5 92054","598000","20016","null","null",
"8600000US92055","ZCTA5 92055","-","**","**","-",
"8600000US92056","ZCTA5 92056","507500","15685","null","null",
"8600000US92057","ZCTA5 92057","460600","11004","null","null",
"8600000US92058","ZCTA5 92058","420800","36340","null","null",
"8600000US92059","ZCTA5 92059","306100","186444","null","null",
"8600000US92060","ZCTA5 92060","272500","268125","null","null",
"8600000US92061","ZCTA5 92061","482400","102791","null","null",
"8600000US92064","ZCTA5 92064","687000","14495","null","null",
"8600000US92065","ZCTA5 92065","515000","20997","null","null",
"8600000US92066","ZCTA5 92066","345800","26106","null","null",
"8600000US92067","ZCTA5 92067","2,000,000+","***","***","2,000,000+",
"8600000US92069","ZCTA5 92069","513700","18180","null","null",
"8600000US92070","ZCTA5 92070","391500","89135","null","null",
"8600000US92071","ZCTA5 92071","445400","7269","null","null",
"8600000US92075","ZCTA5 92075","1202900","61878","null","null",
"8600000US92078","ZCTA5 92078","572100","20012","null","null",
"8600000US92081","ZCTA5 92081","550300","18589","null","null",
"8600000US92082","ZCTA5 92082","591600","19037","null","null",
"8600000US92083","ZCTA5 92083","421900","10514","null","null",
"8600000US92084","ZCTA5 92084","548400","14812","null","null",
"8600000US92086","ZCTA5 92086","196700","51936","null","null",
"8600000US92091","ZCTA5 92091","911900","78871","null","null",
"8600000US92101","ZCTA5 92101","610300","28259","null","null",
"8600000US92102","ZCTA5 92102","429000","21761","null","null",
"8600000US92103","ZCTA5 92103","774700","42275","null","null",
"8600000US92104","ZCTA5 92104","608100","28006","null","null",
"8600000US92105","ZCTA5 92105","398400","14403","null","null",
"8600000US92106","ZCTA5 92106","1032700","53800","null","null",
"8600000US92107","ZCTA5 92107","859700","33766","null","null",
"8600000US92108","ZCTA5 92108","384800","22294","null","null",
"8600000US92109","ZCTA5 92109","888800","35112","null","null",
"8600000US92110","ZCTA5 92110","592200","31998","null","null",
"8600000US92111","ZCTA5 92111","543600","13129","null","null",
"8600000US92113","ZCTA5 92113","353900","10401","null","null",
"8600000US92114","ZCTA5 92114","415100","6748","null","null",
"8600000US92115","ZCTA5 92115","499100","18619","null","null",
"8600000US92116","ZCTA5 92116","639800","19405","null","null",
"8600000US92117","ZCTA5 92117","612000","11490","null","null",
"8600000US92118","ZCTA5 92118","1617000","59746","null","null",
"8600000US92119","ZCTA5 92119","579300","11932","null","null",
"8600000US92120","ZCTA5 92120","615100","11354","null","null",
"8600000US92121","ZCTA5 92121","774200","45685","null","null",
"8600000US92122","ZCTA5 92122","732600","28947","null","null",
"8600000US92123","ZCTA5 92123","568100","15380","null","null",
"8600000US92124","ZCTA5 92124","632900","20054","null","null",
"8600000US92126","ZCTA5 92126","547100","10403","null","null",
"8600000US92127","ZCTA5 92127","819900","40121","null","null",
"8600000US92128","ZCTA5 92128","623100","11816","null","null",
"8600000US92129","ZCTA5 92129","722200","16619","null","null",
"8600000US92130","ZCTA5 92130","1064700","29698","null","null",
"8600000US92131","ZCTA5 92131","790200","16752","null","null",
"8600000US92132","ZCTA5 92132","-","**","**","-",
"8600000US92134","ZCTA5 92134","-","**","**","-",
"8600000US92135","ZCTA5 92135","-","**","**","-",
"8600000US92139","ZCTA5 92139","411100","7945","null","null",
"8600000US92140","ZCTA5 92140","-","**","**","-",
"8600000US92145","ZCTA5 92145","1376000","107769","null","null",
"8600000US92147","ZCTA5 92147","-","**","**","-",
"8600000US92154","ZCTA5 92154","411200","9016","null","null",
"8600000US92155","ZCTA5 92155","-","**","**","-",
"8600000US92173","ZCTA5 92173","364100","15161","null","null",
"8600000US92201","ZCTA5 92201","246300","6936","null","null",
"8600000US92203","ZCTA5 92203","349000","5468","null","null",
"8600000US92210","ZCTA5 92210","712400","48441","null","null",
"8600000US92211","ZCTA5 92211","370700","10831","null","null",
"8600000US92220","ZCTA5 92220","239600","7537","null","null",
"8600000US92222","ZCTA5 92222","-","**","**","-",
"8600000US92223","ZCTA5 92223","317000","5334","null","null",
"8600000US92225","ZCTA5 92225","149400","9550","null","null",
"8600000US92227","ZCTA5 92227","191900","13013","null","null",
"8600000US92230","ZCTA5 92230","197800","26873","null","null",
"8600000US92231","ZCTA5 92231","208000","9907","null","null",
"8600000US92233","ZCTA5 92233","152000","23657","null","null",
"8600000US92234","ZCTA5 92234","279500","5090","null","null",
"8600000US92236","ZCTA5 92236","220600","7464","null","null",
"8600000US92239","ZCTA5 92239","113400","6154","null","null",
"8600000US92240","ZCTA5 92240","197600","9034","null","null",
"8600000US92241","ZCTA5 92241","79300","26407","null","null",
"8600000US92242","ZCTA5 92242","77700","8481","null","null",
"8600000US92243","ZCTA5 92243","192400","10234","null","null",
"8600000US92249","ZCTA5 92249","216800","10841","null","null",
"8600000US92250","ZCTA5 92250","215600","25472","null","null",
"8600000US92251","ZCTA5 92251","243300","12860","null","null",
"8600000US92252","ZCTA5 92252","146800","19770","null","null",
"8600000US92253","ZCTA5 92253","398200","11667","null","null",
"8600000US92254","ZCTA5 92254","150500","16778","null","null",
"8600000US92256","ZCTA5 92256","166400","11963","null","null",
"8600000US92257","ZCTA5 92257","50300","23134","null","null",
"8600000US92258","ZCTA5 92258","91200","50313","null","null",
"8600000US92259","ZCTA5 92259","-","**","**","-",
"8600000US92260","ZCTA5 92260","334300","20932","null","null",
"8600000US92262","ZCTA5 92262","408600","18118","null","null",
"8600000US92264","ZCTA5 92264","365100","16878","null","null",
"8600000US92266","ZCTA5 92266","-","**","**","-",
"8600000US92267","ZCTA5 92267","-","**","**","-",
"8600000US92268","ZCTA5 92268","286500","68852","null","null",
"8600000US92270","ZCTA5 92270","498700","22536","null","null",
"8600000US92273","ZCTA5 92273","160800","21933","null","null",
"8600000US92274","ZCTA5 92274","111900","13120","null","null",
"8600000US92275","ZCTA5 92275","139800","9539","null","null",
"8600000US92276","ZCTA5 92276","181600","31271","null","null",
"8600000US92277","ZCTA5 92277","141200","14594","null","null",
"8600000US92278","ZCTA5 92278","-","**","**","-",
"8600000US92280","ZCTA5 92280","-","**","**","-",
"8600000US92281","ZCTA5 92281","123300","35658","null","null",
"8600000US92282","ZCTA5 92282","189600","48374","null","null",
"8600000US92283","ZCTA5 92283","100000","47848","null","null",
"8600000US92284","ZCTA5 92284","168600","5112","null","null",
"8600000US92285","ZCTA5 92285","155500","24748","null","null",
"8600000US92301","ZCTA5 92301","194200","9508","null","null",
"8600000US92304","ZCTA5 92304","-","**","**","-",
"8600000US92305","ZCTA5 92305","295900","37860","null","null",
"8600000US92307","ZCTA5 92307","259500","8884","null","null",
