"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"8600000US89010","ZCTA5 89010","119300","null","45167","null",
"8600000US89019","ZCTA5 89019","146200","null","49663","null",
"8600000US89060","ZCTA5 89060","115900","null","9547","null",
"8600000US89061","ZCTA5 89061","196200","null","33236","null",
"8600000US89439","ZCTA5 89439","302400","null","68934","null",
"8600000US90001","ZCTA5 90001","336100","null","10410","null",
"8600000US90002","ZCTA5 90002","306000","null","13677","null",
"8600000US90003","ZCTA5 90003","327700","null","9213","null",
"8600000US90004","ZCTA5 90004","1014000","null","80823","null",
"8600000US90005","ZCTA5 90005","734200","null","52037","null",
"8600000US90006","ZCTA5 90006","585300","null","28144","null",
"8600000US90007","ZCTA5 90007","580700","null","37975","null",
"8600000US90008","ZCTA5 90008","636500","null","33524","null",
"8600000US90010","ZCTA5 90010","876800","null","94739","null",
"8600000US90011","ZCTA5 90011","350500","null","6626","null",
"8600000US90012","ZCTA5 90012","495400","null","38920","null",
"8600000US90013","ZCTA5 90013","567700","null","47626","null",
"8600000US90014","ZCTA5 90014","545900","null","129358","null",
"8600000US90015","ZCTA5 90015","653300","null","40811","null",
"8600000US90016","ZCTA5 90016","524700","null","23852","null",
"8600000US90017","ZCTA5 90017","626400","null","61224","null",
"8600000US90018","ZCTA5 90018","507200","null","24650","null",
"8600000US90019","ZCTA5 90019","857000","null","34042","null",
"8600000US90020","ZCTA5 90020","600400","null","119753","null",
"8600000US90021","ZCTA5 90021","890600","null","463233","null",
"8600000US90022","ZCTA5 90022","373600","null","7403","null",
"8600000US90023","ZCTA5 90023","393000","null","15989","null",
"8600000US90024","ZCTA5 90024","1173700","null","66333","null",
"8600000US90025","ZCTA5 90025","813200","null","32337","null",
"8600000US90026","ZCTA5 90026","777700","null","29622","null",
"8600000US90027","ZCTA5 90027","1071700","null","68471","null",
"8600000US90028","ZCTA5 90028","727600","null","94830","null",
"8600000US90029","ZCTA5 90029","671800","null","43735","null",
"8600000US90031","ZCTA5 90031","481900","null","20698","null",
"8600000US90032","ZCTA5 90032","468200","null","9198","null",
"8600000US90033","ZCTA5 90033","393500","null","18692","null",
"8600000US90034","ZCTA5 90034","900000","null","30161","null",
"8600000US90035","ZCTA5 90035","1028600","null","50981","null",
"8600000US90036","ZCTA5 90036","1239500","null","97600","null",
"8600000US90037","ZCTA5 90037","369900","null","13543","null",
"8600000US90038","ZCTA5 90038","761200","null","80332","null",
"8600000US90039","ZCTA5 90039","809000","null","33377","null",
"8600000US90040","ZCTA5 90040","381700","null","14943","null",
"8600000US90041","ZCTA5 90041","698800","null","21124","null",
"8600000US90042","ZCTA5 90042","576700","null","16914","null",
"8600000US90043","ZCTA5 90043","489600","null","17250","null",
"8600000US90044","ZCTA5 90044","360300","null","8326","null",
"8600000US90045","ZCTA5 90045","913800","null","17589","null",
"8600000US90046","ZCTA5 90046","1148300","null","64951","null",
"8600000US90047","ZCTA5 90047","394800","null","10909","null",
"8600000US90048","ZCTA5 90048","1242500","null","133689","null",
"8600000US90049","ZCTA5 90049","2,000,000+","2,000,000+","***","***",
"8600000US90056","ZCTA5 90056","935500","null","53414","null",
"8600000US90057","ZCTA5 90057","423300","null","53792","null",
"8600000US90058","ZCTA5 90058","314000","null","49043","null",
"8600000US90059","ZCTA5 90059","321200","null","8251","null",
"8600000US90061","ZCTA5 90061","332400","null","12485","null",
"8600000US90062","ZCTA5 90062","392500","null","15094","null",
"8600000US90063","ZCTA5 90063","377400","null","9093","null",
"8600000US90064","ZCTA5 90064","1114900","null","37716","null",
"8600000US90065","ZCTA5 90065","651300","null","15732","null",
"8600000US90066","ZCTA5 90066","1001700","null","29999","null",
"8600000US90067","ZCTA5 90067","1041200","null","104706","null",
"8600000US90068","ZCTA5 90068","1171900","null","39534","null",
"8600000US90069","ZCTA5 90069","843500","null","74569","null",
"8600000US90071","ZCTA5 90071","-","-","**","**",
"8600000US90073","ZCTA5 90073","-","-","**","**",
"8600000US90077","ZCTA5 90077","2,000,000+","2,000,000+","***","***",
"8600000US90079","ZCTA5 90079","-","-","**","**",
"8600000US90089","ZCTA5 90089","-","-","**","**",
"8600000US90090","ZCTA5 90090","-","-","**","**",
"8600000US90094","ZCTA5 90094","981000","null","74890","null",
"8600000US90095","ZCTA5 90095","-","-","**","**",
"8600000US90201","ZCTA5 90201","388900","null","11729","null",
"8600000US90210","ZCTA5 90210","2,000,000+","2,000,000+","***","***",
"8600000US90211","ZCTA5 90211","1564200","null","99082","null",
"8600000US90212","ZCTA5 90212","2,000,000+","2,000,000+","***","***",
"8600000US90220","ZCTA5 90220","295000","null","10635","null",
"8600000US90221","ZCTA5 90221","331700","null","7692","null",
"8600000US90222","ZCTA5 90222","321600","null","11582","null",
"8600000US90230","ZCTA5 90230","696000","null","33121","null",
"8600000US90232","ZCTA5 90232","1023200","null","63446","null",
"8600000US90240","ZCTA5 90240","577500","null","19923","null",
"8600000US90241","ZCTA5 90241","541500","null","20463","null",
"8600000US90242","ZCTA5 90242","476900","null","13409","null",
"8600000US90245","ZCTA5 90245","969700","null","46680","null",
"8600000US90247","ZCTA5 90247","428100","null","10304","null",
"8600000US90248","ZCTA5 90248","452500","null","27561","null",
"8600000US90249","ZCTA5 90249","453100","null","10764","null",
"8600000US90250","ZCTA5 90250","513500","null","20187","null",
"8600000US90254","ZCTA5 90254","1357300","null","132178","null",
"8600000US90255","ZCTA5 90255","377200","null","8657","null",
"8600000US90260","ZCTA5 90260","505500","null","27315","null",
"8600000US90262","ZCTA5 90262","371600","null","7348","null",
"8600000US90263","ZCTA5 90263","-","-","**","**",
"8600000US90265","ZCTA5 90265","2,000,000+","2,000,000+","***","***",
"8600000US90266","ZCTA5 90266","1947900","null","102230","null",
"8600000US90270","ZCTA5 90270","375600","null","13885","null",
"8600000US90272","ZCTA5 90272","2,000,000+","2,000,000+","***","***",
"8600000US90274","ZCTA5 90274","1542300","null","53854","null",
"8600000US90275","ZCTA5 90275","1114700","null","20884","null",
"8600000US90277","ZCTA5 90277","1021900","null","33580","null",
"8600000US90278","ZCTA5 90278","828600","null","21423","null",
"8600000US90280","ZCTA5 90280","375900","null","5404","null",
"8600000US90290","ZCTA5 90290","997500","null","75043","null",
"8600000US90291","ZCTA5 90291","1521800","null","66795","null",
"8600000US90292","ZCTA5 90292","944800","null","40448","null",
"8600000US90293","ZCTA5 90293","739700","null","49600","null",
"8600000US90301","ZCTA5 90301","396500","null","24553","null",
"8600000US90302","ZCTA5 90302","410400","null","25240","null",
"8600000US90303","ZCTA5 90303","425400","null","16607","null",
"8600000US90304","ZCTA5 90304","409500","null","22435","null",
"8600000US90305","ZCTA5 90305","468800","null","14782","null",
"8600000US90401","ZCTA5 90401","1101900","null","315094","null",
"8600000US90402","ZCTA5 90402","2,000,000+","2,000,000+","***","***",
"8600000US90403","ZCTA5 90403","1104100","null","71885","null",
"8600000US90404","ZCTA5 90404","808800","null","47563","null",
"8600000US90405","ZCTA5 90405","1304200","null","112419","null",
"8600000US90501","ZCTA5 90501","622300","null","15880","null",
"8600000US90502","ZCTA5 90502","429700","null","13619","null",
"8600000US90503","ZCTA5 90503","751200","null","15848","null",
"8600000US90504","ZCTA5 90504","610100","null","9543","null",
"8600000US90505","ZCTA5 90505","834600","null","12662","null",
"8600000US90506","ZCTA5 90506","-","-","**","**",
"8600000US90601","ZCTA5 90601","500700","null","25163","null",
