"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"8600000US89010","ZCTA5 89010","118900","null","33973","null",
"8600000US89019","ZCTA5 89019","197200","null","128702","null",
"8600000US89060","ZCTA5 89060","153300","null","14737","null",
"8600000US89061","ZCTA5 89061","221600","null","16681","null",
"8600000US89439","ZCTA5 89439","479900","null","66477","null",
"8600000US90001","ZCTA5 90001","391800","null","15011","null",
"8600000US90002","ZCTA5 90002","378000","null","12598","null",
"8600000US90003","ZCTA5 90003","394200","null","13855","null",
"8600000US90004","ZCTA5 90004","1144500","null","87225","null",
"8600000US90005","ZCTA5 90005","889600","null","121190","null",
"8600000US90006","ZCTA5 90006","672700","null","37931","null",
"8600000US90007","ZCTA5 90007","671100","null","48007","null",
"8600000US90008","ZCTA5 90008","724600","null","46677","null",
"8600000US90010","ZCTA5 90010","868600","null","187226","null",
"8600000US90011","ZCTA5 90011","418300","null","13859","null",
"8600000US90012","ZCTA5 90012","568100","null","47601","null",
"8600000US90013","ZCTA5 90013","652900","null","80296","null",
"8600000US90014","ZCTA5 90014","581400","null","71503","null",
"8600000US90015","ZCTA5 90015","705900","null","64703","null",
"8600000US90016","ZCTA5 90016","621500","null","17523","null",
"8600000US90017","ZCTA5 90017","662500","null","88433","null",
"8600000US90018","ZCTA5 90018","648500","null","23901","null",
"8600000US90019","ZCTA5 90019","1002800","null","47473","null",
"8600000US90020","ZCTA5 90020","661200","null","96150","null",
"8600000US90021","ZCTA5 90021","889700","null","502006","null",
"8600000US90022","ZCTA5 90022","444100","null","11386","null",
"8600000US90023","ZCTA5 90023","449000","null","13442","null",
"8600000US90024","ZCTA5 90024","1182000","null","94902","null",
"8600000US90025","ZCTA5 90025","886300","null","34205","null",
"8600000US90026","ZCTA5 90026","899100","null","34516","null",
"8600000US90027","ZCTA5 90027","1241400","null","89130","null",
"8600000US90028","ZCTA5 90028","807500","null","138543","null",
"8600000US90029","ZCTA5 90029","829300","null","73188","null",
"8600000US90031","ZCTA5 90031","579700","null","27760","null",
"8600000US90032","ZCTA5 90032","556100","null","13755","null",
"8600000US90033","ZCTA5 90033","483700","null","18748","null",
"8600000US90034","ZCTA5 90034","1068500","null","63651","null",
"8600000US90035","ZCTA5 90035","1319200","null","223754","null",
"8600000US90036","ZCTA5 90036","1585800","null","68325","null",
"8600000US90037","ZCTA5 90037","455900","null","16370","null",
"8600000US90038","ZCTA5 90038","903500","null","66187","null",
"8600000US90039","ZCTA5 90039","899000","null","34485","null",
"8600000US90040","ZCTA5 90040","424500","null","20819","null",
"8600000US90041","ZCTA5 90041","841500","null","24373","null",
"8600000US90042","ZCTA5 90042","673700","null","18239","null",
"8600000US90043","ZCTA5 90043","621900","null","21235","null",
"8600000US90044","ZCTA5 90044","434100","null","9373","null",
"8600000US90045","ZCTA5 90045","1061200","null","30116","null",
"8600000US90046","ZCTA5 90046","1193400","null","72547","null",
"8600000US90047","ZCTA5 90047","473300","null","13026","null",
"8600000US90048","ZCTA5 90048","1401900","null","294131","null",
"8600000US90049","ZCTA5 90049","2,000,000+","2,000,000+","***","***",
"8600000US90056","ZCTA5 90056","1058500","null","84287","null",
"8600000US90057","ZCTA5 90057","528500","null","85756","null",
"8600000US90058","ZCTA5 90058","325600","null","42363","null",
"8600000US90059","ZCTA5 90059","379800","null","13766","null",
"8600000US90061","ZCTA5 90061","405300","null","27043","null",
"8600000US90062","ZCTA5 90062","496500","null","24742","null",
"8600000US90063","ZCTA5 90063","452100","null","14200","null",
"8600000US90064","ZCTA5 90064","1299400","null","131156","null",
"8600000US90065","ZCTA5 90065","785800","null","24708","null",
"8600000US90066","ZCTA5 90066","1171600","null","32752","null",
"8600000US90067","ZCTA5 90067","1343800","null","381366","null",
"8600000US90068","ZCTA5 90068","1409000","null","139956","null",
"8600000US90069","ZCTA5 90069","854400","null","124134","null",
"8600000US90071","ZCTA5 90071","-","-","**","**",
"8600000US90073","ZCTA5 90073","-","-","**","**",
"8600000US90077","ZCTA5 90077","2,000,000+","2,000,000+","***","***",
"8600000US90079","ZCTA5 90079","-","-","**","**",
"8600000US90089","ZCTA5 90089","-","-","**","**",
"8600000US90090","ZCTA5 90090","-","-","**","**",
"8600000US90094","ZCTA5 90094","1092300","null","142300","null",
"8600000US90095","ZCTA5 90095","-","-","**","**",
"8600000US90201","ZCTA5 90201","425900","null","9639","null",
"8600000US90210","ZCTA5 90210","2,000,000+","2,000,000+","***","***",
"8600000US90211","ZCTA5 90211","2,000,000+","2,000,000+","***","***",
"8600000US90212","ZCTA5 90212","2,000,000+","2,000,000+","***","***",
"8600000US90220","ZCTA5 90220","358700","null","10541","null",
"8600000US90221","ZCTA5 90221","381300","null","8621","null",
"8600000US90222","ZCTA5 90222","384900","null","13469","null",
"8600000US90230","ZCTA5 90230","812800","null","37091","null",
"8600000US90232","ZCTA5 90232","1151400","null","64217","null",
"8600000US90240","ZCTA5 90240","623100","null","10760","null",
"8600000US90241","ZCTA5 90241","599200","null","12013","null",
"8600000US90242","ZCTA5 90242","527600","null","23971","null",
"8600000US90245","ZCTA5 90245","1180000","null","51086","null",
"8600000US90247","ZCTA5 90247","498700","null","21675","null",
"8600000US90248","ZCTA5 90248","539200","null","29549","null",
"8600000US90249","ZCTA5 90249","537700","null","22228","null",
"8600000US90250","ZCTA5 90250","609900","null","15833","null",
"8600000US90254","ZCTA5 90254","1649900","null","59164","null",
"8600000US90255","ZCTA5 90255","428700","null","11102","null",
"8600000US90260","ZCTA5 90260","575500","null","21452","null",
"8600000US90262","ZCTA5 90262","422200","null","9795","null",
"8600000US90263","ZCTA5 90263","-","-","**","**",
"8600000US90265","ZCTA5 90265","2,000,000+","2,000,000+","***","***",
"8600000US90266","ZCTA5 90266","2,000,000+","2,000,000+","***","***",
"8600000US90270","ZCTA5 90270","427300","null","28086","null",
"8600000US90272","ZCTA5 90272","2,000,000+","2,000,000+","***","***",
"8600000US90274","ZCTA5 90274","1689100","null","66527","null",
"8600000US90275","ZCTA5 90275","1208200","null","30520","null",
"8600000US90277","ZCTA5 90277","1125800","null","46789","null",
"8600000US90278","ZCTA5 90278","926500","null","27389","null",
"8600000US90280","ZCTA5 90280","438100","null","7064","null",
"8600000US90290","ZCTA5 90290","1070800","null","67597","null",
"8600000US90291","ZCTA5 90291","1793300","null","138527","null",
"8600000US90292","ZCTA5 90292","1053700","null","118482","null",
"8600000US90293","ZCTA5 90293","837200","null","91224","null",
"8600000US90301","ZCTA5 90301","491000","null","34505","null",
"8600000US90302","ZCTA5 90302","531700","null","39790","null",
"8600000US90303","ZCTA5 90303","564000","null","24881","null",
"8600000US90304","ZCTA5 90304","537400","null","43549","null",
"8600000US90305","ZCTA5 90305","598900","null","16535","null",
"8600000US90401","ZCTA5 90401","1227300","null","545617","null",
"8600000US90402","ZCTA5 90402","2,000,000+","2,000,000+","***","***",
"8600000US90403","ZCTA5 90403","1441800","null","214103","null",
"8600000US90404","ZCTA5 90404","886000","null","51625","null",
"8600000US90405","ZCTA5 90405","1474000","null","119394","null",
"8600000US90501","ZCTA5 90501","679200","null","22855","null",
"8600000US90502","ZCTA5 90502","490900","null","31567","null",
"8600000US90503","ZCTA5 90503","820600","null","13484","null",
"8600000US90504","ZCTA5 90504","663000","null","13527","null",
"8600000US90505","ZCTA5 90505","882600","null","15346","null",
"8600000US90506","ZCTA5 90506","-","-","**","**",
"8600000US90601","ZCTA5 90601","590700","null","16424","null",
"8600000US90602","ZCTA5 90602","567300","null","18517","null",
"8600000US90603","ZCTA5 90603","620900","null","10563","null",
"8600000US90604","ZCTA5 90604","561200","null","11206","null",
"8600000US90605","ZCTA5 90605","499100","null","16929","null",
"8600000US90606","ZCTA5 90606","469800","null","8300","null",
"8600000US90620","ZCTA5 90620","607500","null","7645","null",
"8600000US90621","ZCTA5 90621","617100","null","31825","null",
"8600000US90623","ZCTA5 90623","688000","null","20274","null",
"8600000US90630","ZCTA5 90630","664700","null","8936","null",
"8600000US90631","ZCTA5 90631","607300","null","11340","null",
"8600000US90638","ZCTA5 90638","606400","null","6750","null",
"8600000US90640","ZCTA5 90640","520200","null","17307","null",
"8600000US90650","ZCTA5 90650","461000","null","5216","null",
"8600000US90660","ZCTA5 90660","464700","null","6082","null",
"8600000US90670","ZCTA5 90670","463700","null","8286","null",
"8600000US90680","ZCTA5 90680","445400","null","17926","null",
"8600000US90701","ZCTA5 90701","601100","null","43195","null",
"8600000US90703","ZCTA5 90703","714600","null","15351","null",
"8600000US90704","ZCTA5 90704","701800","null","473346","null",
"8600000US90706","ZCTA5 90706","483100","null","10576","null",
"8600000US90710","ZCTA5 90710","511100","null","24139","null",
"8600000US90712","ZCTA5 90712","603100","null","9297","null",
"8600000US90713","ZCTA5 90713","608800","null","6287","null",
"8600000US90715","ZCTA5 90715","522200","null","25268","null",
"8600000US90716","ZCTA5 90716","430000","null","25430","null",
"8600000US90717","ZCTA5 90717","619500","null","19074","null",
"8600000US90720","ZCTA5 90720","925800","null","27873","null",
"8600000US90723","ZCTA5 90723","388300","null","21907","null",
"8600000US90731","ZCTA5 90731","618000","null","13895","null",
"8600000US90732","ZCTA5 90732","630700","null","15501","null",
"8600000US90740","ZCTA5 90740","410700","null","36066","null",
"8600000US90742","ZCTA5 90742","1135400","null","94167","null",
"8600000US90743","ZCTA5 90743","2,000,000+","2,000,000+","***","***",
"8600000US90744","ZCTA5 90744","428400","null","10193","null",
"8600000US90745","ZCTA5 90745","476500","null","11994","null",
"8600000US90746","ZCTA5 90746","548700","null","18003","null",
"8600000US90747","ZCTA5 90747","-","-","**","**",
"8600000US90755","ZCTA5 90755","530200","null","66041","null",
"8600000US90802","ZCTA5 90802","438700","null","26632","null",
"8600000US90803","ZCTA5 90803","928400","null","43612","null",
"8600000US90804","ZCTA5 90804","516800","null","41340","null",
"8600000US90805","ZCTA5 90805","439200","null","7107","null",
"8600000US90806","ZCTA5 90806","522300","null","21946","null",
"8600000US90807","ZCTA5 90807","622500","null","19770","null",
"8600000US90808","ZCTA5 90808","667800","null","8487","null",
"8600000US90810","ZCTA5 90810","439200","null","8514","null",
"8600000US90813","ZCTA5 90813","411800","null","25288","null",
"8600000US90814","ZCTA5 90814","723400","null","75651","null",
"8600000US90815","ZCTA5 90815","668100","null","10040","null",
"8600000US90822","ZCTA5 90822","-","-","**","**",
"8600000US90831","ZCTA5 90831","-","-","**","**",
"8600000US91001","ZCTA5 91001","812400","null","29527","null",
"8600000US91006","ZCTA5 91006","1054600","null","42820","null",
"8600000US91007","ZCTA5 91007","1043800","null","77406","null",
"8600000US91008","ZCTA5 91008","1505700","null","269410","null",
"8600000US91010","ZCTA5 91010","502600","null","20578","null",
"8600000US91011","ZCTA5 91011","1642900","null","65988","null",
"8600000US91016","ZCTA5 91016","676000","null","18529","null",
"8600000US91020","ZCTA5 91020","678100","null","78556","null",
"8600000US91024","ZCTA5 91024","1007800","null","50640","null",
"8600000US91030","ZCTA5 91030","1113100","null","49934","null",
"8600000US91040","ZCTA5 91040","601500","null","16695","null",
"8600000US91042","ZCTA5 91042","587200","null","13087","null",
"8600000US91046","ZCTA5 91046","-","-","**","**",
"8600000US91101","ZCTA5 91101","581900","null","34599","null",
"8600000US91103","ZCTA5 91103","740500","null","34678","null",
"8600000US91104","ZCTA5 91104","779100","null","30230","null",
"8600000US91105","ZCTA5 91105","1217700","null","51403","null",
"8600000US91106","ZCTA5 91106","804800","null","86727","null",
"8600000US91107","ZCTA5 91107","871800","null","27032","null",
"8600000US91108","ZCTA5 91108","2,000,000+","2,000,000+","***","***",
"8600000US91201","ZCTA5 91201","824300","null","52991","null",
"8600000US91202","ZCTA5 91202","870200","null","145686","null",
"8600000US91203","ZCTA5 91203","554400","null","44257","null",
"8600000US91204","ZCTA5 91204","488000","null","47070","null",
"8600000US91205","ZCTA5 91205","652600","null","48698","null",
"8600000US91206","ZCTA5 91206","865200","null","55129","null",
